task_id,machine_id,operator_id,task_type,task_complexity,material_type,quantity_m3,target_depth_m,haul_distance_m,weather,temperature_c,rainfall_mm,wind_speed_kmh,ground_condition,operator_skill,operator_experience_yrs,previous_similar_tasks,previous_avg_completion_min,machine_age_yrs,engine_hours,bucket_capacity_m3,avg_engine_load_pct,machine_efficiency_pct,estimated_time_min,actual_completion_time_min,completed,date
1065,EXC001,OP006,Demolition,Low,Sand,196.8,3.3,44.0,Cloudy,31.8,0.0,4.4,Muddy,Beginner,13.1,161,108.9,10.0,4289.0,2.0,61.7,97.5,118.6,122.0,1,2024-02-26 00:00:00
1066,EXC003,OP003,Grading,Low,Soil,226.7,4.1,15.0,Sunny,20.4,0.0,2.9,Frozen,Beginner,3.0,33,44.0,10.9,554.0,1.2,93.5,79.8,138.6,145.9,1,2024-05-05 00:00:00
1067,EXC002,OP005,Grading,Medium,Clay,97.8,1.8,78.1,Sunny,5.4,0.0,4.0,Frozen,Intermediate,8.2,253,44.8,7.4,11294.0,0.8,83.8,82.0,104.9,110.0,1,2024-06-27 00:00:00
1068,EXC002,OP001,Grading,High,Sand,232.8,1.1,97.1,Windy,21.4,0.0,57.3,Muddy,Expert,13.8,233,57.6,6.4,9640.0,0.8,54.0,67.7,191.2,189.8,1,2024-12-22 00:00:00
1069,EXC001,OP009,Earth Excavation,Low,Gravel,87.9,5.6,99.8,Rainy,14.0,10.6,5.8,Muddy,Beginner,7.0,127,64.8,1.8,1943.0,0.8,60.6,92.9,198.3,206.8,1,2024-09-13 00:00:00
1070,EXC003,OP004,Demolition,Medium,Soil,208.7,0.6,82.4,Rainy,26.6,1.0,11.6,Frozen,Beginner,2.0,30,109.3,8.3,4118.0,0.8,84.2,93.2,309.3,300.0,1,2024-04-27 00:00:00
1071,EXC002,OP003,Earth Excavation,Low,Mixed,207.6,3.9,65.2,Cloudy,9.1,0.0,0.0,Frozen,Beginner,11.9,161,51.1,8.4,11192.0,1.2,59.7,88.0,150.7,155.3,1,2024-01-12 00:00:00
1072,EXC002,OP009,Earth Excavation,Low,Gravel,204.4,4.7,43.9,Cloudy,7.5,0.0,4.2,Muddy,Beginner,2.9,83,68.4,14.4,9849.0,1.0,53.5,81.9,274.4,274.6,1,2024-03-22 00:00:00
1073,EXC004,OP003,Earth Excavation,Medium,Gravel,111.4,3.2,44.7,Cloudy,40.7,0.0,1.0,Frozen,Intermediate,9.0,163,73.9,3.3,4630.0,2.0,84.2,97.3,53.5,51.2,1,2024-07-22 00:00:00
1074,EXC004,OP004,Demolition,Low,Rock,42.3,5.9,22.0,Cloudy,17.4,0.0,7.6,Muddy,Beginner,5.9,265,116.8,1.9,2524.0,0.8,72.2,79.5,210.7,205.5,1,2024-04-30 00:00:00
1075,EXC003,OP006,Demolition,High,Rock,215.3,1.0,33.0,Cloudy,24.7,0.0,12.4,Frozen,Intermediate,8.7,34,106.2,7.6,11553.0,1.5,85.1,69.2,298.4,300.0,1,2024-03-09 00:00:00
1076,EXC002,OP004,Material Loading,Low,Soil,179.1,2.7,28.1,Cloudy,31.5,0.0,4.6,Dry,Intermediate,1.6,217,41.1,6.4,6562.0,1.5,93.5,84.5,33.1,40.8,1,2024-04-28 00:00:00
1077,EXC005,OP006,Earth Excavation,High,Sand,217.0,4.5,36.8,Windy,23.1,0.0,42.0,Dry,Beginner,14.2,193,70.0,11.8,5256.0,1.0,58.4,79.0,228.2,227.1,1,2024-11-05 00:00:00
1078,EXC003,OP004,Compaction,Low,Soil,223.7,5.4,53.6,Rainy,23.4,41.0,4.2,Frozen,Expert,12.8,206,41.2,3.4,10573.0,2.0,74.3,92.8,54.7,48.8,1,2024-03-21 00:00:00
1079,EXC003,OP010,Compaction,Medium,Mixed,38.2,0.7,90.1,Rainy,30.7,5.7,1.1,Dry,Intermediate,2.8,191,25.5,12.2,8732.0,1.0,78.8,93.3,50.7,48.6,1,2024-03-03 00:00:00
1080,EXC005,OP010,Grading,Medium,Sand,171.1,5.9,19.7,Rainy,21.7,45.3,10.9,Dry,Expert,9.4,61,59.0,4.2,2409.0,1.2,66.8,73.4,91.2,86.5,1,2024-04-23 00:00:00
1081,EXC005,OP005,Material Loading,Low,Rock,71.0,0.9,34.7,Sunny,37.4,0.0,0.8,Wet,Intermediate,8.7,151,36.9,8.7,6464.0,0.8,50.8,66.6,53.9,55.8,1,2024-03-21 00:00:00
1082,EXC003,OP009,Compaction,High,Sand,157.9,4.1,79.8,Sunny,20.0,0.0,14.3,Muddy,Beginner,14.8,219,36.0,9.0,2820.0,2.0,84.9,75.6,58.9,70.9,1,2024-02-04 00:00:00
1083,EXC004,OP008,Earth Excavation,High,Soil,116.2,5.1,51.9,Sunny,10.1,0.0,3.8,Muddy,Beginner,7.3,7,82.2,1.1,7646.0,2.0,85.1,89.2,92.8,103.4,1,2024-09-10 00:00:00
1084,EXC001,OP010,Earth Excavation,Medium,Soil,234.5,5.1,73.8,Windy,41.3,0.0,44.7,Muddy,Expert,1.8,114,53.7,1.6,9827.0,1.2,66.2,95.5,162.5,182.6,1,2024-11-12 00:00:00
1085,EXC003,OP002,Compaction,Medium,Soil,82.6,3.8,18.6,Rainy,32.6,6.4,15.0,Wet,Expert,1.8,77,45.4,10.4,9369.0,1.5,61.5,84.7,59.1,50.8,1,2024-10-27 00:00:00
1086,EXC002,OP003,Earth Excavation,High,Gravel,66.9,1.8,62.2,Sunny,17.5,0.0,11.0,Frozen,Intermediate,8.1,164,51.1,4.4,5050.0,2.0,81.1,90.9,55.9,55.4,1,2024-10-04 00:00:00
1087,EXC002,OP008,Demolition,High,Soil,87.7,3.6,56.2,Rainy,33.4,38.7,4.3,Dry,Expert,13.3,137,105.0,13.4,11389.0,1.5,94.4,90.9,129.1,122.0,1,2024-01-13 00:00:00
1088,EXC001,OP001,Demolition,High,Clay,130.7,2.4,36.8,Sunny,18.9,0.0,0.9,Muddy,Expert,1.1,16,104.1,11.0,3869.0,1.0,51.0,67.7,305.7,300.0,1,2024-05-23 00:00:00
1089,EXC002,OP007,Grading,Low,Mixed,58.7,1.3,64.7,Rainy,10.6,6.3,10.1,Dry,Expert,9.5,31,44.6,3.7,9914.0,1.2,65.0,89.4,29.1,30.2,1,2024-11-04 00:00:00
1090,EXC001,OP004,Grading,Low,Rock,197.1,2.0,50.6,Sunny,32.4,0.0,9.4,Frozen,Expert,1.7,77,55.5,7.0,9780.0,1.0,94.9,80.4,124.2,132.5,1,2024-11-11 00:00:00
1091,EXC004,OP010,Material Loading,Medium,Sand,144.2,3.1,37.9,Cloudy,29.4,0.0,6.2,Frozen,Beginner,8.8,119,38.7,13.3,4494.0,1.5,89.0,76.8,55.3,62.2,1,2024-11-29 00:00:00
1092,EXC005,OP010,Material Loading,Low,Soil,71.2,3.0,31.9,Cloudy,5.8,0.0,7.1,Dry,Beginner,9.9,261,40.0,5.4,9363.0,1.2,56.6,68.0,37.4,32.9,1,2024-11-06 00:00:00
1093,EXC004,OP009,Grading,Low,Gravel,201.8,3.8,33.5,Sunny,11.0,0.0,1.9,Muddy,Beginner,11.3,231,44.8,13.3,6467.0,1.5,62.7,84.3,106.2,94.2,1,2024-10-25 00:00:00
1094,EXC004,OP005,Material Loading,Medium,Mixed,67.7,5.2,19.5,Rainy,15.2,6.2,6.9,Frozen,Expert,9.6,264,38.5,12.5,5644.0,1.2,93.7,84.7,48.6,42.5,1,2024-09-20 00:00:00
1095,EXC005,OP008,Material Loading,Medium,Soil,78.9,1.3,35.4,Cloudy,37.1,0.0,12.1,Dry,Intermediate,2.0,83,21.0,1.8,6017.0,1.5,87.1,81.0,26.7,34.1,1,2024-08-29 00:00:00
1096,EXC003,OP008,Demolition,Medium,Rock,209.3,5.2,51.4,Rainy,32.1,12.3,3.5,Dry,Expert,9.0,133,115.7,6.6,2100.0,1.2,84.3,82.6,289.3,300.0,1,2024-11-06 00:00:00
1097,EXC002,OP009,Grading,High,Mixed,158.0,2.4,78.2,Windy,22.8,0.0,21.1,Frozen,Expert,6.3,269,57.1,7.1,6163.0,1.2,68.5,74.4,108.4,109.9,1,2024-12-13 00:00:00
1098,EXC001,OP006,Compaction,High,Rock,224.8,1.1,87.5,Windy,27.8,0.0,11.6,Muddy,Beginner,2.1,277,48.7,1.2,11393.0,2.0,69.2,88.6,129.6,133.2,1,2024-07-09 00:00:00
1099,EXC004,OP004,Trenching,Medium,Clay,139.0,5.4,8.4,Rainy,29.3,45.6,13.5,Frozen,Expert,7.5,100,82.2,7.3,9764.0,0.8,92.2,73.3,285.9,282.8,1,2024-06-11 00:00:00
1100,EXC003,OP009,Demolition,High,Gravel,121.1,1.7,45.9,Cloudy,7.3,0.0,0.0,Frozen,Intermediate,7.1,196,112.3,11.3,5357.0,1.0,73.3,79.7,257.1,268.5,1,2024-03-18 00:00:00
1101,EXC004,OP008,Demolition,High,Soil,138.5,4.7,99.2,Windy,20.8,0.0,18.3,Muddy,Intermediate,12.6,97,108.7,10.8,1912.0,1.2,74.9,89.1,269.6,288.1,1,2024-05-07 00:00:00
1102,EXC001,OP007,Material Loading,High,Gravel,42.2,4.8,66.4,Rainy,23.8,43.6,3.0,Wet,Beginner,12.1,77,32.3,3.2,11887.0,1.5,51.5,83.3,52.9,46.4,0,2024-01-23 00:00:00
1103,EXC002,OP008,Grading,High,Clay,236.6,4.2,30.1,Cloudy,21.2,0.0,7.3,Wet,Beginner,8.8,293,56.8,12.9,7161.0,2.0,82.7,97.6,92.7,107.3,0,2024-08-20 00:00:00
1104,EXC005,OP010,Earth Excavation,Medium,Clay,189.0,1.3,45.5,Cloudy,14.0,0.0,12.4,Wet,Expert,13.8,87,46.3,2.9,5116.0,2.0,92.9,86.7,59.2,55.3,1,2024-02-20 00:00:00
1105,EXC005,OP004,Material Loading,High,Sand,205.8,5.6,38.5,Cloudy,34.2,0.0,2.9,Wet,Intermediate,13.6,221,23.8,10.5,2002.0,2.0,82.6,89.5,59.5,52.0,1,2024-08-02 00:00:00
1106,EXC001,OP004,Demolition,High,Gravel,59.9,5.0,51.6,Rainy,6.6,48.6,11.7,Wet,Expert,3.6,246,110.1,13.9,11237.0,2.0,86.0,69.2,130.7,125.8,1,2024-06-17 00:00:00
1107,EXC004,OP001,Trenching,Medium,Clay,171.4,4.0,48.2,Rainy,38.1,6.7,0.8,Frozen,Beginner,7.7,288,75.0,8.2,3347.0,0.8,61.4,73.9,303.2,300.0,1,2024-03-05 00:00:00
1108,EXC003,OP008,Trenching,High,Gravel,148.2,4.7,28.4,Sunny,12.3,0.0,12.1,Muddy,Intermediate,1.0,146,82.8,2.7,346.0,1.0,75.0,84.8,262.0,253.7,1,2024-10-28 00:00:00
1109,EXC003,OP006,Material Loading,Medium,Soil,72.5,2.3,94.3,Cloudy,11.9,0.0,1.7,Dry,Expert,8.4,49,43.7,9.0,7246.0,1.5,82.5,73.0,34.3,36.2,1,2024-12-26 00:00:00
1110,EXC003,OP004,Grading,Medium,Clay,124.3,1.3,37.1,Sunny,12.4,0.0,12.2,Wet,Intermediate,11.1,70,53.3,2.9,1178.0,0.8,51.2,72.5,98.1,101.0,1,2024-01-29 00:00:00
1111,EXC002,OP001,Demolition,Low,Sand,46.9,0.8,16.2,Sunny,29.8,0.0,0.3,Dry,Intermediate,14.6,142,102.1,6.0,4172.0,1.5,73.3,78.9,38.0,28.0,1,2024-12-20 00:00:00
1112,EXC003,OP002,Grading,High,Sand,224.0,2.9,50.4,Windy,28.4,0.0,20.8,Frozen,Beginner,3.7,128,48.0,7.9,1010.0,1.2,60.6,91.2,190.7,193.8,1,2024-12-15 00:00:00
1113,EXC002,OP003,Compaction,Low,Soil,202.7,3.5,79.1,Cloudy,18.3,0.0,13.0,Frozen,Beginner,6.7,177,40.3,6.6,5971.0,1.5,90.2,80.1,85.1,93.7,0,2024-07-13 00:00:00
1114,EXC004,OP007,Demolition,Medium,Soil,193.8,5.6,82.6,Cloudy,16.8,0.0,6.8,Wet,Intermediate,4.1,258,113.0,13.9,1601.0,1.0,92.8,91.9,304.0,300.0,1,2024-05-19 00:00:00
1115,EXC002,OP002,Demolition,High,Soil,223.2,1.4,25.8,Cloudy,20.2,0.0,1.8,Wet,Expert,10.5,141,102.3,11.2,8712.0,2.0,87.9,85.0,112.4,121.4,1,2024-10-25 00:00:00
1116,EXC005,OP008,Trenching,Low,Rock,53.9,1.6,81.3,Cloudy,29.1,0.0,14.1,Wet,Expert,12.4,136,87.2,6.3,9477.0,1.0,75.9,74.4,74.6,68.7,1,2024-01-29 00:00:00
1117,EXC001,OP006,Earth Excavation,Medium,Mixed,143.5,0.8,80.9,Sunny,34.2,0.0,7.2,Dry,Expert,11.1,201,69.4,1.1,3954.0,0.8,60.4,79.9,101.6,95.6,1,2024-01-17 00:00:00
1118,EXC005,OP009,Demolition,Medium,Soil,48.3,2.1,63.0,Windy,34.4,0.0,55.6,Wet,Intermediate,6.6,180,110.3,6.6,2008.0,0.8,58.8,68.4,173.9,180.2,1,2024-07-15 00:00:00
1119,EXC001,OP007,Grading,High,Soil,85.5,4.9,6.4,Sunny,24.8,0.0,10.9,Wet,Expert,12.7,255,49.8,12.7,3727.0,1.0,64.6,72.7,75.8,59.1,1,2024-04-30 00:00:00
1120,EXC001,OP002,Grading,Low,Soil,97.9,4.0,94.2,Cloudy,41.7,0.0,5.4,Muddy,Beginner,14.2,111,41.9,9.4,10896.0,1.0,51.3,66.1,101.6,103.7,1,2024-08-01 00:00:00
1121,EXC002,OP009,Earth Excavation,Medium,Mixed,231.1,0.8,31.9,Rainy,21.8,11.3,10.0,Dry,Beginner,10.3,22,76.7,3.6,301.0,1.5,50.0,94.9,121.9,128.4,1,2024-09-11 00:00:00
1122,EXC004,OP006,Demolition,Low,Soil,205.0,2.8,71.1,Cloudy,6.1,0.0,11.7,Muddy,Expert,3.8,52,115.3,12.7,2393.0,0.8,85.6,69.4,291.0,300.0,1,2024-05-05 00:00:00
1123,EXC001,OP006,Grading,Medium,Clay,93.3,2.0,21.8,Sunny,31.5,0.0,0.4,Wet,Beginner,13.9,257,47.5,11.5,4955.0,0.8,77.8,83.8,98.5,97.3,1,2024-08-06 00:00:00
1124,EXC005,OP002,Material Loading,Low,Gravel,208.9,1.9,14.1,Rainy,17.2,46.8,10.4,Dry,Expert,8.8,283,22.8,12.7,7990.0,1.0,86.5,86.7,67.1,62.8,1,2024-02-08 00:00:00
1125,EXC001,OP001,Demolition,High,Mixed,176.0,5.5,74.9,Windy,14.6,0.0,35.0,Wet,Expert,6.4,85,107.6,2.9,2824.0,1.5,57.8,72.2,252.9,263.9,1,2024-02-02 00:00:00
1126,EXC003,OP005,Compaction,High,Mixed,109.4,2.9,76.3,Rainy,6.8,1.8,13.1,Muddy,Expert,2.1,18,58.3,11.0,2555.0,1.5,66.5,74.7,103.1,106.3,1,2024-05-03 00:00:00
1127,EXC005,OP003,Demolition,Low,Gravel,203.8,2.3,11.6,Sunny,40.8,0.0,14.1,Wet,Intermediate,10.0,193,117.4,10.4,11218.0,1.0,85.5,80.3,210.6,202.3,1,2024-01-07 00:00:00
1128,EXC003,OP008,Compaction,High,Clay,167.5,6.0,87.3,Cloudy,37.4,0.0,10.2,Frozen,Expert,7.2,17,41.8,10.3,3990.0,0.8,74.9,82.8,210.1,220.3,1,2024-03-23 00:00:00
1129,EXC005,OP004,Grading,Low,Clay,214.2,1.8,86.1,Windy,31.6,0.0,56.0,Frozen,Beginner,13.1,164,40.0,10.7,1990.0,1.2,65.3,94.2,142.5,139.5,1,2024-08-18 00:00:00
1130,EXC002,OP001,Grading,High,Gravel,205.4,4.3,31.7,Sunny,20.6,0.0,1.0,Frozen,Beginner,9.2,173,47.1,13.4,1590.0,1.0,55.9,80.7,220.1,214.6,1,2024-11-04 00:00:00
1131,EXC003,OP008,Compaction,Medium,Gravel,133.7,4.5,95.5,Cloudy,6.6,0.0,8.0,Wet,Beginner,9.7,82,46.9,1.7,9984.0,1.2,89.4,83.2,105.4,101.4,1,2024-03-21 00:00:00
1132,EXC005,OP008,Grading,High,Clay,176.5,4.0,43.0,Sunny,33.1,0.0,11.6,Wet,Expert,10.6,118,30.4,4.4,5739.0,1.2,69.5,92.0,86.5,99.6,1,2024-11-13 00:00:00
1133,EXC002,OP003,Trenching,Low,Soil,122.8,1.6,55.2,Sunny,34.1,0.0,12.8,Muddy,Intermediate,11.4,251,82.3,13.3,7329.0,1.0,68.8,93.1,115.4,111.8,1,2024-11-11 00:00:00
1134,EXC002,OP003,Earth Excavation,Low,Soil,223.7,4.1,85.1,Windy,21.4,0.0,21.2,Wet,Beginner,4.7,71,64.8,12.9,1638.0,0.8,81.4,72.4,299.8,300.0,1,2024-11-09 00:00:00
1135,EXC005,OP008,Demolition,Low,Clay,171.1,4.0,54.3,Sunny,37.1,0.0,2.2,Wet,Expert,12.0,39,107.2,12.2,626.0,1.5,74.6,68.0,142.7,144.1,1,2024-10-25 00:00:00
1136,EXC001,OP010,Grading,Medium,Rock,227.9,2.7,66.0,Rainy,35.9,31.1,3.4,Wet,Intermediate,2.3,238,52.1,9.1,8783.0,1.2,84.6,87.9,202.9,207.1,1,2024-10-06 00:00:00
1137,EXC005,OP003,Compaction,High,Mixed,147.4,1.6,13.3,Rainy,32.1,19.2,11.3,Muddy,Intermediate,7.6,229,42.1,12.2,8927.0,2.0,69.3,96.7,74.5,70.6,1,2024-04-26 00:00:00
1138,EXC004,OP004,Material Loading,Medium,Clay,247.1,4.0,21.5,Windy,33.3,0.0,40.1,Wet,Expert,11.0,34,34.7,9.0,914.0,0.8,59.1,90.4,113.8,118.6,1,2024-06-09 00:00:00
1139,EXC001,OP001,Earth Excavation,Low,Rock,85.8,4.8,62.5,Windy,15.1,0.0,24.7,Wet,Expert,11.1,262,78.8,4.6,764.0,2.0,76.5,90.0,46.1,43.1,1,2024-06-21 00:00:00
1140,EXC003,OP010,Grading,Medium,Mixed,196.2,3.2,45.8,Windy,9.8,0.0,40.8,Wet,Beginner,1.3,77,49.9,6.7,3005.0,2.0,93.0,77.0,113.7,119.6,1,2024-10-11 00:00:00
1141,EXC004,OP004,Material Loading,Medium,Rock,211.9,0.8,87.7,Windy,40.1,0.0,51.0,Wet,Beginner,0.8,163,42.2,8.1,9980.0,2.0,66.2,80.5,99.7,102.1,1,2024-09-20 00:00:00
1142,EXC004,OP002,Earth Excavation,Low,Mixed,201.5,3.9,44.2,Cloudy,28.2,0.0,3.8,Muddy,Intermediate,8.6,18,56.2,3.5,11026.0,1.5,72.9,72.7,133.4,114.0,1,2024-10-07 00:00:00
1143,EXC005,OP004,Earth Excavation,Medium,Gravel,162.0,3.7,5.5,Cloudy,10.1,0.0,0.2,Muddy,Beginner,4.2,142,62.1,0.6,5125.0,0.8,69.7,71.6,241.6,244.3,1,2024-12-18 00:00:00
1144,EXC001,OP007,Trenching,Medium,Rock,210.0,5.2,43.3,Cloudy,21.6,0.0,14.4,Wet,Beginner,7.8,290,83.7,14.9,9201.0,1.0,61.9,72.6,304.1,300.0,1,2024-07-16 00:00:00
1145,EXC004,OP002,Compaction,High,Clay,144.4,4.9,72.8,Sunny,25.3,0.0,12.1,Wet,Intermediate,6.8,157,40.8,1.3,10472.0,1.5,86.4,77.9,95.8,90.8,1,2024-11-04 00:00:00
1146,EXC001,OP002,Trenching,Medium,Clay,156.8,4.3,69.2,Windy,20.7,0.0,34.1,Wet,Expert,2.5,76,87.4,8.1,10549.0,1.2,70.7,96.0,189.7,184.9,0,2024-08-29 00:00:00
1147,EXC001,OP010,Trenching,High,Gravel,41.2,1.5,91.5,Cloudy,16.7,0.0,5.9,Frozen,Intermediate,3.2,276,96.6,9.7,8940.0,0.8,75.3,74.1,167.5,150.5,1,2024-06-12 00:00:00
1148,EXC002,OP003,Material Loading,Medium,Sand,131.9,2.0,50.9,Rainy,19.1,35.5,2.6,Muddy,Expert,7.7,184,34.9,14.4,6475.0,1.5,60.7,95.9,28.9,41.4,1,2024-03-06 00:00:00
1149,EXC004,OP004,Material Loading,High,Mixed,30.1,0.5,31.1,Rainy,24.5,24.2,13.8,Dry,Beginner,11.6,133,43.1,13.9,6239.0,1.0,75.5,77.3,38.1,41.1,1,2024-04-18 00:00:00
1150,EXC003,OP010,Trenching,Low,Gravel,146.2,2.8,76.2,Sunny,38.5,0.0,12.3,Wet,Expert,7.7,149,73.2,5.7,8013.0,2.0,86.8,97.3,72.1,58.1,0,2024-04-02 00:00:00
1151,EXC005,OP009,Demolition,Medium,Mixed,165.4,1.4,69.0,Cloudy,11.9,0.0,0.1,Dry,Expert,14.6,191,94.6,0.9,4233.0,1.5,66.7,77.6,92.1,90.0,1,2024-02-07 00:00:00
1152,EXC005,OP007,Material Loading,High,Clay,191.5,1.7,43.2,Sunny,13.4,0.0,10.3,Dry,Intermediate,5.6,80,32.0,13.8,2649.0,2.0,65.7,95.7,51.7,50.6,1,2024-09-01 00:00:00
1153,EXC001,OP008,Grading,Medium,Sand,70.0,3.1,74.2,Windy,23.2,0.0,25.7,Dry,Intermediate,10.2,105,55.9,7.0,11561.0,1.5,82.3,83.3,40.0,36.6,1,2024-01-05 00:00:00
1154,EXC004,OP006,Earth Excavation,High,Rock,228.9,1.3,5.6,Cloudy,24.6,0.0,3.6,Frozen,Beginner,13.2,252,62.4,10.3,8305.0,1.0,80.3,87.4,246.1,248.9,1,2024-05-08 00:00:00
1155,EXC002,OP008,Earth Excavation,Medium,Mixed,114.7,1.1,83.9,Cloudy,33.0,0.0,5.1,Muddy,Intermediate,14.2,8,80.0,14.3,10309.0,1.0,66.7,80.1,135.3,137.0,1,2024-10-22 00:00:00
1156,EXC001,OP005,Grading,Low,Mixed,209.0,1.1,20.1,Rainy,41.7,21.4,6.9,Frozen,Beginner,14.3,216,43.6,5.7,2996.0,1.0,53.5,82.2,112.5,121.6,1,2024-07-30 00:00:00
1157,EXC001,OP006,Material Loading,Medium,Gravel,104.2,2.2,15.4,Rainy,9.3,24.8,2.1,Muddy,Intermediate,3.7,134,38.8,2.9,9669.0,0.8,74.9,84.2,97.9,97.3,1,2024-04-28 00:00:00
1158,EXC001,OP008,Earth Excavation,Low,Mixed,229.3,1.4,14.3,Cloudy,11.4,0.0,14.0,Muddy,Intermediate,3.7,150,71.0,11.9,7788.0,0.8,73.3,77.1,225.8,222.2,1,2024-01-19 00:00:00
1159,EXC004,OP009,Compaction,High,Gravel,104.1,2.4,11.5,Rainy,30.4,2.2,0.0,Muddy,Intermediate,0.9,204,59.6,3.4,6928.0,1.0,68.9,78.5,107.2,118.5,1,2024-06-19 00:00:00
1160,EXC003,OP003,Demolition,High,Mixed,190.0,1.6,39.2,Sunny,38.8,0.0,7.8,Muddy,Expert,1.3,169,104.9,6.4,2097.0,1.2,66.0,83.0,264.5,270.7,1,2024-01-11 00:00:00
1161,EXC001,OP004,Demolition,Medium,Rock,168.7,1.7,42.4,Sunny,8.6,0.0,0.3,Wet,Expert,13.8,186,104.5,10.3,9400.0,2.0,90.8,94.6,98.9,101.1,1,2024-09-23 00:00:00
1162,EXC005,OP008,Trenching,Medium,Sand,116.5,0.5,85.5,Rainy,21.5,36.2,13.2,Dry,Intermediate,1.0,181,68.9,4.3,1603.0,1.5,54.4,96.2,101.0,99.7,0,2024-03-21 00:00:00
1163,EXC001,OP010,Demolition,High,Rock,137.7,1.4,62.2,Rainy,29.0,13.8,11.7,Frozen,Beginner,7.4,135,104.0,10.7,7750.0,1.5,63.2,71.7,301.7,300.0,1,2024-09-11 00:00:00
1164,EXC001,OP010,Earth Excavation,High,Soil,242.2,4.0,11.3,Sunny,21.4,0.0,3.3,Muddy,Beginner,7.6,90,64.7,4.1,10015.0,0.8,82.4,94.9,277.6,300.0,1,2024-12-25 00:00:00
1165,EXC005,OP008,Compaction,High,Rock,129.1,3.0,17.1,Cloudy,36.2,0.0,5.9,Wet,Intermediate,8.9,59,43.2,12.9,9327.0,1.0,77.8,81.4,142.8,142.3,1,2024-06-09 00:00:00
1166,EXC004,OP006,Material Loading,High,Rock,216.9,5.8,52.1,Rainy,12.8,28.7,5.6,Dry,Beginner,5.5,222,34.1,1.7,1063.0,2.0,67.0,95.6,101.1,104.7,1,2024-05-28 00:00:00
1167,EXC004,OP004,Grading,Medium,Rock,214.9,2.1,63.1,Sunny,18.5,0.0,2.3,Frozen,Expert,9.9,44,43.6,11.5,9342.0,1.0,73.1,65.8,166.1,159.3,1,2024-01-15 00:00:00
1168,EXC002,OP006,Compaction,High,Clay,222.6,1.2,39.5,Cloudy,11.2,0.0,14.4,Dry,Intermediate,5.7,184,48.6,1.9,8777.0,2.0,82.0,73.0,62.1,66.7,1,2024-10-19 00:00:00
1169,EXC003,OP003,Compaction,High,Rock,107.2,4.5,16.1,Rainy,10.2,6.3,11.0,Muddy,Intermediate,9.1,248,44.2,7.0,5820.0,1.5,55.5,77.6,93.1,100.1,1,2024-11-14 00:00:00
1170,EXC004,OP008,Material Loading,Low,Mixed,33.7,3.1,29.6,Rainy,15.1,13.5,5.8,Frozen,Beginner,6.5,116,35.0,9.7,3744.0,2.0,62.3,76.9,39.1,28.3,1,2024-07-29 00:00:00
1171,EXC005,OP005,Grading,Medium,Soil,36.6,2.4,93.1,Rainy,36.0,30.8,3.4,Dry,Expert,5.3,85,47.7,12.9,8440.0,1.2,56.0,90.8,42.0,47.4,1,2024-06-16 00:00:00
1172,EXC005,OP001,Earth Excavation,High,Clay,81.8,3.0,68.9,Sunny,10.5,0.0,8.0,Dry,Intermediate,12.8,279,61.0,9.0,5892.0,2.0,87.7,96.3,39.8,42.3,1,2024-04-20 00:00:00
1173,EXC005,OP010,Material Loading,High,Clay,248.1,2.2,16.7,Cloudy,40.4,0.0,2.6,Dry,Expert,11.7,78,30.2,1.1,2980.0,1.5,63.4,95.3,42.1,50.1,1,2024-10-08 00:00:00
1174,EXC002,OP006,Compaction,Low,Soil,227.3,4.0,94.4,Sunny,19.4,0.0,11.0,Frozen,Intermediate,11.0,75,37.4,4.4,11063.0,1.5,85.1,93.6,82.3,71.9,1,2024-01-09 00:00:00
1175,EXC005,OP009,Grading,Low,Mixed,221.5,5.3,40.0,Rainy,35.0,34.1,6.4,Dry,Intermediate,5.5,155,45.1,3.5,946.0,1.2,74.3,79.7,133.6,125.7,1,2024-11-04 00:00:00
1176,EXC002,OP010,Grading,Low,Clay,213.2,1.8,57.7,Cloudy,20.4,0.0,9.6,Frozen,Beginner,11.4,190,41.7,3.0,2254.0,1.5,52.0,70.2,83.4,87.6,1,2024-10-16 00:00:00
1177,EXC002,OP008,Material Loading,Low,Rock,85.3,3.1,97.1,Windy,18.8,0.0,58.0,Wet,Intermediate,4.2,232,29.3,2.0,2055.0,2.0,74.2,84.2,43.6,38.2,1,2024-12-15 00:00:00
1178,EXC001,OP005,Grading,Low,Mixed,156.6,1.2,34.2,Rainy,23.7,12.7,0.6,Wet,Expert,9.0,65,50.1,6.3,4809.0,1.0,94.9,68.7,89.4,93.9,1,2024-09-02 00:00:00
1179,EXC002,OP002,Material Loading,Low,Clay,42.7,4.7,83.6,Cloudy,31.1,0.0,0.8,Frozen,Expert,11.3,267,38.5,11.0,355.0,1.5,55.9,96.7,15.4,23.2,1,2024-02-24 00:00:00
1180,EXC003,OP003,Earth Excavation,Medium,Sand,158.1,3.3,40.6,Cloudy,16.1,0.0,14.4,Dry,Expert,11.9,198,69.2,13.9,8860.0,1.5,87.3,96.8,70.0,58.1,1,2024-06-27 00:00:00
1181,EXC004,OP002,Material Loading,Medium,Soil,221.5,2.4,35.0,Rainy,31.0,32.4,12.4,Wet,Intermediate,5.0,13,29.0,0.6,11340.0,1.5,80.6,75.6,77.4,73.3,1,2024-10-10 00:00:00
