log_id,fuel_level_pct,fuel_available_l,engine_load_pct,temperature_c,ground_condition,task_type,task_duration_est_min,consumption_l_per_hour,fuel_needed_l,fuel_after_task_l,fuel_after_task_pct,range_km,distance_to_station_km,can_complete_task,can_reach_station,risk_level
1880,42.2,173.0,91.7,26.5,Muddy,Demolition,223.5,37.63,140.2,32.8,8.0,39.1,17.88,0,1,HIGH
1881,42.0,172.2,88.1,12.5,Frozen,Demolition,182.5,34.29,104.3,67.9,16.6,42.7,30.78,1,1,LOW
1882,57.7,236.6,78.7,31.2,Dry,Trenching,183.1,26.98,82.3,154.3,37.6,74.5,18.05,1,1,LOW
1883,57.0,233.7,50.4,34.4,Frozen,Material Loading,174.4,21.47,62.4,171.3,41.8,92.5,33.8,1,1,LOW
1884,76.1,312.0,52.0,9.4,Wet,Compaction,86.1,19.98,28.7,283.3,69.1,132.7,6.17,1,1,LOW
1885,34.7,142.3,97.5,11.3,Muddy,Trenching,277.8,33.99,157.4,0.0,0.0,35.6,48.18,0,0,CRITICAL
1886,88.6,363.3,48.1,35.5,Muddy,Earth Excavation,133.9,26.83,59.9,303.4,74.0,115.1,12.74,1,1,LOW
1887,6.5,26.7,67.0,32.9,Dry,Earth Excavation,271.3,24.73,111.8,0.0,0.0,9.2,18.38,0,0,CRITICAL
1888,26.4,108.2,59.7,12.9,Dry,Grading,197.2,21.09,69.3,38.9,9.5,43.6,21.95,0,1,HIGH
1889,79.3,325.1,57.5,29.9,Muddy,Demolition,82.0,31.52,43.1,282.0,68.8,87.7,31.19,1,1,LOW
1890,55.3,226.7,96.7,17.4,Wet,Grading,107.1,26.42,47.2,179.5,43.8,72.9,0.68,1,1,LOW
1891,27.8,114.0,96.4,31.1,Dry,Demolition,290.8,31.98,155.0,0.0,0.0,30.3,28.61,0,1,HIGH
1892,67.2,275.5,51.3,5.4,Frozen,Trenching,141.8,26.49,62.6,212.9,51.9,88.4,11.79,1,1,LOW
1893,67.5,276.8,78.0,40.8,Frozen,Demolition,269.4,34.68,155.7,121.1,29.5,67.8,31.2,1,1,LOW
1894,94.6,387.9,50.1,11.1,Muddy,Trenching,180.6,27.69,83.3,304.6,74.3,119.1,34.23,1,1,LOW
1895,78.9,323.5,50.2,16.9,Frozen,Trenching,113.1,26.6,50.1,273.4,66.7,103.4,38.14,1,1,LOW
1896,23.7,97.2,41.3,36.1,Muddy,Demolition,204.7,28.63,97.7,0.0,0.0,28.9,29.71,0,0,CRITICAL
1897,29.2,119.7,43.9,25.4,Muddy,Trenching,146.3,26.31,64.2,55.5,13.5,38.7,23.09,1,1,LOW
1898,51.2,209.9,62.0,9.5,Frozen,Demolition,216.4,30.93,111.6,98.3,24.0,57.7,2.54,1,1,LOW
1899,14.2,58.2,43.6,7.4,Frozen,Earth Excavation,257.4,24.33,104.4,0.0,0.0,20.3,41.5,0,0,CRITICAL
1900,63.4,259.9,82.0,34.5,Frozen,Demolition,225.1,34.11,128.0,131.9,32.2,64.8,36.95,1,1,LOW
1901,57.9,237.4,52.4,8.4,Wet,Material Loading,45.7,21.1,16.1,221.3,54.0,95.6,8.88,1,1,LOW
1902,33.5,137.3,96.3,20.2,Frozen,Trenching,133.0,32.51,72.1,65.2,15.9,35.9,15.42,1,1,LOW
1903,65.3,267.7,41.6,25.5,Muddy,Earth Excavation,209.7,25.1,87.7,180.0,43.9,90.7,46.82,1,1,LOW
1904,24.5,100.5,83.1,36.7,Wet,Demolition,92.7,33.33,51.5,49.0,12.0,25.6,22.82,1,1,MEDIUM
1905,7.3,29.9,78.2,22.3,Muddy,Trenching,257.2,31.34,134.3,0.0,0.0,8.1,25.04,0,0,CRITICAL
1906,80.4,329.6,90.4,35.9,Frozen,Earth Excavation,38.2,30.68,19.5,310.1,75.6,91.3,45.8,1,1,LOW
1907,42.2,173.0,75.4,13.5,Dry,Trenching,150.5,26.25,65.8,107.2,26.1,56.0,18.36,1,1,LOW
1908,12.1,49.6,68.3,12.0,Wet,Grading,52.5,24.35,21.3,28.3,6.9,17.3,10.28,0,1,HIGH
1909,27.3,111.9,82.7,15.9,Muddy,Trenching,103.8,32.63,56.4,55.5,13.5,29.1,44.11,1,0,LOW
1910,28.2,115.6,71.1,20.4,Frozen,Compaction,297.3,22.42,111.1,4.5,1.1,43.8,26.57,0,1,HIGH
1911,37.6,154.2,96.5,24.3,Dry,Trenching,291.4,29.62,143.9,10.3,2.5,44.3,48.06,0,0,CRITICAL
1912,38.1,156.2,79.5,38.2,Dry,Material Loading,112.6,23.22,43.6,112.6,27.5,57.2,15.42,1,1,LOW
1913,16.2,66.4,85.2,9.2,Wet,Material Loading,253.8,24.71,104.5,0.0,0.0,22.8,20.5,0,1,HIGH
1914,95.1,389.9,47.3,40.4,Wet,Earth Excavation,135.8,25.4,57.5,332.4,81.1,130.5,31.77,1,1,LOW
1915,55.8,228.8,51.8,27.8,Wet,Earth Excavation,242.9,25.31,102.5,126.3,30.8,76.8,29.4,1,1,LOW
1916,10.2,41.8,69.0,27.5,Muddy,Trenching,209.7,29.93,104.6,0.0,0.0,11.9,4.3,0,1,HIGH
1917,75.1,307.9,48.5,14.8,Muddy,Grading,224.1,23.83,89.0,218.9,53.4,109.8,3.05,1,1,LOW
1918,47.4,194.3,74.4,23.2,Wet,Grading,231.7,24.55,94.8,99.5,24.3,67.3,47.5,1,1,LOW
1919,20.5,84.0,55.3,10.9,Frozen,Material Loading,264.3,22.35,98.5,0.0,0.0,31.9,17.68,0,1,HIGH
1920,54.7,224.3,97.5,12.5,Dry,Compaction,250.5,24.05,100.4,123.9,30.2,79.3,20.37,1,1,LOW
1921,46.1,189.0,55.2,22.0,Wet,Earth Excavation,217.9,24.59,89.3,99.7,24.3,65.3,41.55,1,1,LOW
1922,58.8,241.1,53.5,10.1,Dry,Grading,57.6,20.57,19.7,221.4,54.0,99.6,39.21,1,1,LOW
1923,82.8,339.5,61.4,19.8,Wet,Compaction,162.9,20.4,55.4,284.1,69.3,141.5,10.45,1,1,LOW
1924,37.3,152.9,46.0,21.6,Frozen,Grading,190.8,22.1,70.3,82.6,20.1,58.8,41.86,1,1,LOW
1925,26.3,107.8,55.2,9.0,Muddy,Compaction,49.7,21.8,18.1,89.7,21.9,42.0,30.49,1,1,LOW
1926,79.6,326.4,44.3,13.1,Frozen,Demolition,180.2,28.13,84.5,241.9,59.0,98.6,23.16,1,1,LOW
1927,90.7,371.9,55.3,41.1,Dry,Earth Excavation,293.8,23.98,117.4,254.5,62.1,131.8,8.66,1,1,LOW
1928,14.2,58.2,86.6,44.4,Frozen,Trenching,111.2,33.91,62.8,0.0,0.0,14.6,14.31,0,1,HIGH
1929,79.8,327.2,43.5,43.7,Frozen,Demolition,53.2,28.64,25.4,301.8,73.6,97.1,26.71,1,1,LOW
1930,86.0,352.6,81.5,5.9,Muddy,Earth Excavation,242.3,30.69,123.9,228.7,55.8,97.7,19.13,1,1,LOW
1931,75.2,308.3,64.5,10.7,Wet,Material Loading,263.9,21.96,96.6,211.7,51.6,119.3,16.89,1,1,LOW
1932,96.1,394.0,79.5,26.6,Frozen,Compaction,135.1,24.47,55.1,338.9,82.7,136.9,49.26,1,1,LOW
1933,31.7,130.0,61.5,16.0,Frozen,Grading,199.0,23.65,78.4,51.6,12.6,46.7,26.36,1,1,LOW
1934,49.9,204.6,85.5,31.3,Dry,Grading,31.8,24.38,12.9,191.7,46.8,71.3,33.05,1,1,LOW
1935,16.9,69.3,86.2,23.7,Frozen,Trenching,250.7,29.96,125.2,0.0,0.0,19.7,17.5,0,1,HIGH
1936,63.7,261.2,43.1,21.9,Dry,Trenching,75.9,22.48,28.4,232.8,56.8,98.8,32.92,1,1,LOW
1937,97.1,398.1,62.9,17.0,Frozen,Demolition,156.3,29.88,77.8,320.3,78.1,113.2,30.91,1,1,LOW
1938,87.8,360.0,47.5,8.3,Wet,Demolition,22.5,26.12,9.8,350.2,85.4,117.2,35.56,1,1,LOW
1939,57.5,235.7,85.6,44.7,Frozen,Earth Excavation,192.1,31.75,101.7,134.0,32.7,63.1,35.98,1,1,LOW
1940,89.8,368.2,66.5,11.6,Wet,Demolition,284.0,29.94,141.7,226.5,55.2,104.5,5.43,1,1,LOW
1941,25.4,104.1,40.4,15.4,Wet,Demolition,59.5,25.39,25.2,78.9,19.2,34.9,6.97,1,1,LOW
1942,43.6,178.8,48.6,14.2,Dry,Compaction,194.5,17.24,55.9,122.9,30.0,88.2,38.17,1,1,LOW
1943,48.5,198.8,86.2,15.6,Dry,Trenching,126.9,28.49,60.3,138.5,33.8,59.3,17.0,1,1,LOW
1944,95.6,392.0,68.0,29.3,Wet,Earth Excavation,190.8,26.2,83.3,308.7,75.3,127.2,27.99,1,1,LOW
1945,44.2,181.2,85.4,17.2,Frozen,Grading,279.6,27.79,129.5,51.7,12.6,55.4,31.44,1,1,LOW
1946,88.2,361.6,93.7,13.3,Dry,Trenching,174.1,28.12,81.6,280.0,68.3,109.3,49.78,1,1,LOW
1947,36.4,149.2,71.2,7.6,Dry,Trenching,61.7,27.22,28.0,121.2,29.6,46.6,1.88,1,1,LOW
1948,35.9,147.2,49.8,25.5,Muddy,Trenching,130.0,27.63,59.9,87.3,21.3,45.3,16.12,1,1,LOW
1949,70.4,288.6,46.4,13.8,Frozen,Trenching,112.8,26.31,49.5,239.1,58.3,93.2,8.43,1,1,LOW
1950,28.1,115.2,43.6,39.8,Wet,Trenching,46.7,24.23,18.9,96.3,23.5,40.4,26.32,1,1,LOW
1951,78.4,321.4,43.6,23.6,Frozen,Demolition,64.5,27.97,30.1,291.3,71.0,97.7,10.47,1,1,LOW
1952,98.1,402.2,62.4,30.9,Wet,Earth Excavation,199.6,25.28,84.1,318.1,77.6,135.2,13.01,1,1,LOW
1953,13.4,54.9,70.4,14.5,Dry,Compaction,229.3,19.47,74.4,0.0,0.0,24.0,42.48,0,0,CRITICAL
1954,48.6,199.3,78.9,5.7,Dry,Demolition,192.4,29.64,95.0,104.3,25.4,57.2,21.36,1,1,LOW
1955,77.0,315.7,88.3,37.3,Muddy,Grading,123.9,29.51,60.9,254.8,62.1,90.9,47.3,1,1,LOW
1956,56.6,232.1,74.7,30.2,Frozen,Compaction,174.9,22.62,65.9,166.2,40.5,87.2,43.83,1,1,LOW
1957,47.0,192.7,49.8,28.1,Frozen,Grading,166.5,23.62,65.5,127.2,31.0,69.3,44.58,1,1,LOW
1958,32.3,132.4,90.2,42.6,Wet,Material Loading,73.9,26.13,32.2,100.2,24.4,43.1,21.31,1,1,LOW
1959,54.4,223.0,55.9,17.5,Wet,Grading,194.1,22.7,73.4,149.6,36.5,83.5,33.27,1,1,LOW
1960,37.0,151.7,60.4,43.0,Frozen,Material Loading,189.7,24.35,77.0,74.7,18.2,53.0,26.38,1,1,LOW
1961,40.1,164.4,65.2,38.7,Wet,Earth Excavation,186.4,26.68,82.9,81.5,19.9,52.4,20.3,1,1,LOW
1962,73.5,301.4,40.6,38.6,Muddy,Compaction,177.1,21.21,62.6,238.8,58.2,120.8,12.19,1,1,LOW
1963,64.7,265.3,65.5,39.5,Muddy,Trenching,198.5,31.09,102.9,162.4,39.6,72.5,12.82,1,1,LOW
1964,9.6,39.4,62.7,11.9,Wet,Grading,108.7,23.12,41.9,0.0,0.0,14.5,38.69,0,0,CRITICAL
1965,57.8,237.0,74.4,5.9,Dry,Earth Excavation,106.3,26.01,46.1,190.9,46.6,77.5,30.65,1,1,LOW
1966,13.6,55.8,80.8,32.7,Wet,Compaction,164.5,23.09,63.3,0.0,0.0,20.5,48.36,0,0,CRITICAL
1967,84.6,346.9,55.2,37.3,Dry,Demolition,274.8,27.03,123.8,223.1,54.4,109.1,15.55,1,1,LOW
1968,14.0,57.4,79.3,18.7,Muddy,Grading,135.4,28.69,64.7,0.0,0.0,17.0,0.95,0,1,HIGH
1969,9.0,36.9,64.8,38.6,Wet,Compaction,240.9,21.73,87.2,0.0,0.0,14.4,40.46,0,0,CRITICAL
1970,53.3,218.5,46.6,28.9,Dry,Compaction,191.1,18.75,59.7,158.8,38.7,99.1,37.43,1,1,LOW
1971,77.3,316.9,52.1,40.1,Wet,Trenching,157.8,26.57,69.9,247.0,60.2,101.4,24.62,1,1,LOW
1972,39.4,161.5,50.8,27.8,Dry,Demolition,108.7,26.86,48.7,112.8,27.5,51.1,25.65,1,1,LOW
1973,48.0,196.8,88.2,22.9,Frozen,Material Loading,64.0,25.57,27.3,169.5,41.3,65.4,6.69,1,1,LOW
1974,83.6,342.8,47.9,41.4,Dry,Material Loading,139.1,20.06,46.5,296.3,72.3,145.3,44.78,1,1,LOW
1975,54.9,225.1,56.1,11.9,Frozen,Trenching,238.6,27.54,109.5,115.6,28.2,69.5,16.57,1,1,LOW
1976,23.5,96.3,67.8,19.1,Muddy,Grading,179.6,26.23,78.5,17.8,4.3,31.2,49.55,0,0,CRITICAL
1977,71.1,291.5,48.9,41.8,Muddy,Demolition,268.3,31.61,141.3,150.2,36.6,78.4,24.21,1,1,LOW
1978,76.7,314.5,62.5,18.8,Frozen,Material Loading,176.5,22.41,65.9,248.6,60.6,119.3,17.01,1,1,LOW
1979,66.5,272.7,69.5,7.2,Dry,Demolition,135.3,28.45,64.2,208.5,50.9,81.5,22.75,1,1,LOW
1980,39.7,162.8,79.1,5.6,Dry,Demolition,48.7,29.5,23.9,138.9,33.9,46.9,49.99,1,0,LOW
1981,11.3,46.3,72.6,18.3,Dry,Demolition,231.5,28.18,108.7,0.0,0.0,14.0,25.6,0,0,CRITICAL
1982,99.6,408.4,78.7,25.6,Frozen,Material Loading,110.9,25.87,47.8,360.6,88.0,134.2,35.42,1,1,LOW
1983,85.6,351.0,72.1,28.3,Frozen,Material Loading,233.5,24.73,96.2,254.8,62.1,120.6,21.04,1,1,LOW
1984,36.1,148.0,80.2,40.7,Frozen,Compaction,115.9,24.78,47.9,100.1,24.4,50.8,35.46,1,1,LOW
1985,10.5,43.0,85.9,37.3,Muddy,Earth Excavation,285.4,31.86,151.5,0.0,0.0,11.5,22.57,0,0,CRITICAL
1986,79.9,327.6,92.2,38.3,Frozen,Demolition,196.1,35.86,117.2,210.4,51.3,77.7,11.75,1,1,LOW
1987,76.4,313.2,49.1,42.2,Muddy,Trenching,265.3,28.83,127.5,185.7,45.3,92.3,24.44,1,1,LOW
1988,96.0,393.6,64.5,32.9,Dry,Trenching,244.2,25.35,103.2,290.4,70.8,132.0,41.09,1,1,LOW
1989,7.3,29.9,65.0,11.8,Frozen,Compaction,93.1,21.43,33.3,0.0,0.0,11.9,47.21,0,0,CRITICAL
1990,91.3,374.3,74.8,15.7,Dry,Compaction,216.4,20.78,74.9,299.4,73.0,153.1,48.87,1,1,LOW
1991,10.6,43.5,97.9,38.5,Muddy,Trenching,223.2,36.36,135.3,0.0,0.0,10.2,0.53,0,1,HIGH
1992,39.5,162.0,62.1,14.8,Muddy,Trenching,147.3,30.25,74.3,87.7,21.4,45.5,12.78,1,1,LOW
1993,59.8,245.2,81.2,32.1,Frozen,Trenching,31.0,31.44,16.2,229.0,55.9,66.3,41.72,1,1,LOW
1994,98.0,401.8,95.7,30.4,Dry,Demolition,145.4,30.93,75.0,326.8,79.7,110.4,39.47,1,1,LOW
1995,80.6,330.5,64.1,20.1,Muddy,Trenching,122.8,29.36,60.1,270.4,66.0,95.7,41.12,1,1,LOW
1996,28.7,117.7,81.3,20.2,Wet,Grading,123.7,26.65,54.9,62.8,15.3,37.5,26.32,1,1,LOW
1997,74.5,305.4,83.7,20.6,Wet,Compaction,86.8,22.73,32.9,272.5,66.5,114.2,24.13,1,1,LOW
1998,70.2,287.8,92.9,17.2,Dry,Demolition,107.1,31.92,57.0,230.8,56.3,76.6,27.82,1,1,LOW
1999,73.7,302.2,90.0,37.6,Wet,Trenching,298.0,31.18,154.9,147.3,35.9,82.4,46.88,1,1,LOW
2000,9.5,39.0,57.6,38.4,Wet,Demolition,252.9,30.02,126.5,0.0,0.0,11.0,20.14,0,0,CRITICAL
2001,54.2,222.2,61.8,9.9,Frozen,Earth Excavation,62.9,26.7,28.0,194.2,47.4,70.7,10.69,1,1,LOW
2002,41.3,169.3,65.3,28.9,Wet,Demolition,231.8,29.14,112.6,56.7,13.8,49.4,32.46,1,1,LOW
2003,73.3,300.5,80.0,24.9,Dry,Grading,149.2,23.62,58.7,241.8,59.0,108.1,20.05,1,1,LOW
2004,38.7,158.7,64.9,28.2,Muddy,Material Loading,50.2,24.66,20.6,138.1,33.7,54.7,17.33,1,1,LOW
2005,72.2,296.0,59.3,5.3,Dry,Earth Excavation,159.2,21.58,57.3,238.7,58.2,116.6,9.83,1,1,LOW
2006,67.3,275.9,41.8,20.2,Wet,Compaction,93.0,18.76,29.1,246.8,60.2,125.0,46.29,1,1,LOW
2007,13.8,56.6,54.0,41.3,Muddy,Demolition,261.6,32.16,140.2,0.0,0.0,15.0,16.37,0,0,CRITICAL
2008,26.1,107.0,62.3,32.9,Frozen,Demolition,143.0,29.35,70.0,37.0,9.0,31.0,25.04,0,1,HIGH
2009,43.3,177.5,43.7,39.3,Muddy,Earth Excavation,211.4,26.03,91.7,85.8,20.9,58.0,14.02,1,1,LOW
2010,31.7,130.0,63.2,26.9,Wet,Grading,283.3,22.73,107.3,22.7,5.5,48.6,16.94,0,1,HIGH
2011,90.7,371.9,56.8,39.6,Dry,Demolition,257.3,28.69,123.0,248.9,60.7,110.2,28.71,1,1,LOW
2012,50.7,207.9,74.6,44.0,Dry,Trenching,241.9,28.81,116.2,91.7,22.4,61.3,25.56,1,1,LOW
2013,66.1,271.0,86.0,27.8,Frozen,Demolition,122.4,33.94,69.2,201.8,49.2,67.9,45.73,1,1,LOW
2014,81.3,333.3,55.8,22.8,Wet,Demolition,34.3,28.54,16.3,317.0,77.3,99.3,20.5,1,1,LOW
2015,75.7,310.4,89.4,34.6,Frozen,Demolition,159.5,35.65,94.8,215.6,52.6,74.0,31.4,1,1,LOW
2016,71.7,294.0,45.9,19.7,Frozen,Grading,231.3,22.18,85.5,208.5,50.9,112.7,27.41,1,1,LOW
2017,84.6,346.9,55.4,29.6,Muddy,Grading,83.6,24.58,34.2,312.7,76.3,120.0,24.75,1,1,LOW
2018,82.6,338.7,66.7,8.2,Dry,Material Loading,254.6,21.56,91.5,247.2,60.3,133.5,28.78,1,1,LOW
2019,92.5,379.2,49.0,18.1,Dry,Material Loading,226.6,18.66,70.5,308.7,75.3,172.7,41.87,1,1,LOW
2020,80.2,328.8,81.8,40.8,Muddy,Demolition,237.7,36.19,143.4,185.4,45.2,77.2,9.92,1,1,LOW
2021,94.0,385.4,74.7,26.6,Muddy,Demolition,264.8,34.01,150.1,235.3,57.4,96.3,36.51,1,1,LOW
2022,15.8,64.8,83.9,43.6,Dry,Earth Excavation,82.5,28.16,38.7,26.1,6.4,19.6,39.8,0,0,CRITICAL
2023,13.2,54.1,55.5,18.0,Wet,Trenching,265.7,26.7,118.2,0.0,0.0,17.2,33.27,0,0,CRITICAL
2024,6.3,25.8,64.8,17.7,Wet,Demolition,287.1,28.98,138.7,0.0,0.0,7.6,21.46,0,0,CRITICAL
2025,6.4,26.2,58.9,36.0,Dry,Material Loading,277.9,20.28,93.9,0.0,0.0,11.0,11.31,0,0,CRITICAL
2026,24.2,99.2,51.4,22.8,Muddy,Demolition,183.9,30.17,92.5,6.7,1.6,27.9,31.93,0,0,CRITICAL
2027,10.4,42.6,43.9,37.8,Frozen,Trenching,112.1,25.24,47.2,0.0,0.0,14.3,30.69,0,0,CRITICAL
2028,44.0,180.4,40.2,23.0,Dry,Compaction,85.9,17.39,24.9,155.5,37.9,88.2,35.56,1,1,LOW
2029,91.3,374.3,95.1,5.1,Frozen,Material Loading,135.9,26.51,60.0,314.3,76.7,120.0,42.17,1,1,LOW
2030,63.1,258.7,51.7,8.1,Wet,Compaction,193.8,20.67,66.8,191.9,46.8,106.4,41.7,1,1,LOW
2031,64.9,266.1,71.2,41.6,Frozen,Compaction,267.1,24.34,108.4,157.7,38.5,92.9,49.79,1,1,LOW
2032,73.1,299.7,79.9,12.0,Frozen,Grading,139.9,27.2,63.4,236.3,57.6,93.7,22.81,1,1,LOW
2033,75.8,310.8,80.5,26.3,Frozen,Earth Excavation,175.9,28.68,84.1,226.7,55.3,92.1,5.46,1,1,LOW
2034,40.4,165.6,91.2,21.6,Wet,Grading,264.9,26.99,119.2,46.4,11.3,52.2,21.58,1,1,LOW
2035,18.0,73.8,61.2,8.8,Dry,Grading,288.0,21.6,103.7,0.0,0.0,29.0,33.02,0,0,CRITICAL
2036,31.4,128.7,94.0,23.9,Frozen,Trenching,296.6,33.41,165.2,0.0,0.0,32.7,21.44,0,1,HIGH
2037,8.3,34.0,50.3,37.4,Dry,Material Loading,287.4,18.46,88.4,0.0,0.0,15.7,4.65,0,1,HIGH
2038,73.4,300.9,76.0,26.2,Dry,Grading,213.1,23.38,83.0,217.9,53.1,109.4,43.23,1,1,LOW
2039,48.7,199.7,76.9,17.6,Wet,Trenching,290.5,28.27,136.9,62.8,15.3,60.0,10.14,1,1,LOW
2040,63.8,261.6,44.5,6.4,Frozen,Earth Excavation,54.5,24.64,22.4,239.2,58.3,90.2,21.75,1,1,LOW
2041,37.5,153.8,64.8,29.0,Muddy,Trenching,141.1,29.98,70.5,83.3,20.3,43.6,19.62,1,1,LOW
2042,41.9,171.8,40.6,40.5,Frozen,Demolition,261.5,28.22,123.0,48.8,11.9,51.7,0.78,1,1,LOW
2043,59.4,243.5,45.5,42.3,Muddy,Compaction,60.7,22.32,22.6,220.9,53.9,92.7,48.22,1,1,LOW
2044,48.2,197.6,49.2,11.0,Dry,Demolition,180.2,25.09,75.4,122.2,29.8,66.9,13.33,1,1,LOW
2045,88.1,361.2,93.2,42.3,Muddy,Demolition,198.9,38.92,129.0,232.2,56.6,78.9,17.45,1,1,LOW
2046,16.6,68.1,49.8,22.4,Frozen,Trenching,192.4,25.43,81.5,0.0,0.0,22.8,45.31,0,0,CRITICAL
2047,57.6,236.2,64.5,33.3,Muddy,Earth Excavation,33.6,28.16,15.8,220.4,53.8,71.3,32.25,1,1,LOW
2048,43.7,179.2,59.4,7.1,Muddy,Compaction,138.0,22.59,52.0,127.2,31.0,67.4,22.54,1,1,LOW
2049,75.1,307.9,52.7,31.3,Muddy,Earth Excavation,74.3,26.81,33.2,274.7,67.0,97.6,35.85,1,1,LOW
2050,31.6,129.6,92.1,34.5,Dry,Demolition,266.9,31.3,139.2,0.0,0.0,35.2,15.97,0,1,HIGH
2051,41.0,168.1,80.4,18.9,Dry,Earth Excavation,46.3,25.91,20.0,148.1,36.1,55.1,38.67,1,1,LOW
2052,61.9,253.8,89.8,34.6,Muddy,Material Loading,78.4,27.29,35.7,218.1,53.2,79.1,46.17,1,1,LOW
2053,43.5,178.3,94.6,13.6,Frozen,Material Loading,50.4,26.79,22.5,155.8,38.0,56.6,6.68,1,1,LOW
2054,71.5,293.1,59.7,32.6,Wet,Compaction,265.7,20.89,92.5,200.6,48.9,119.3,2.71,1,1,LOW
2055,19.0,77.9,80.5,19.9,Frozen,Compaction,79.9,23.93,31.9,46.0,11.2,27.7,32.43,1,0,MEDIUM
2056,21.1,86.5,75.6,18.5,Muddy,Compaction,211.8,24.08,85.0,1.5,0.4,30.5,31.27,0,0,CRITICAL
2057,80.4,329.6,92.9,8.2,Muddy,Grading,229.7,29.83,114.2,215.4,52.5,93.9,11.24,1,1,LOW
2058,30.4,124.6,73.2,19.6,Frozen,Grading,190.9,25.7,81.8,42.8,10.4,41.2,33.03,1,1,LOW
2059,77.9,319.4,78.5,10.2,Muddy,Trenching,104.3,32.19,56.0,263.4,64.2,84.3,46.83,1,1,LOW
2060,6.9,28.3,48.2,6.3,Dry,Material Loading,243.2,19.44,78.8,0.0,0.0,12.4,22.8,0,0,CRITICAL
2061,9.5,39.0,67.2,36.5,Muddy,Compaction,258.8,23.93,103.2,0.0,0.0,13.9,14.05,0,0,CRITICAL
2062,69.3,284.1,49.8,37.6,Frozen,Trenching,46.1,25.48,19.6,264.5,64.5,94.8,38.4,1,1,LOW
2063,88.9,364.5,91.7,16.1,Wet,Grading,299.8,26.49,132.4,232.1,56.6,117.0,12.57,1,1,LOW
2064,91.5,375.2,46.0,42.1,Dry,Material Loading,270.1,19.88,89.5,285.7,69.7,160.4,31.26,1,1,LOW
2065,78.4,321.4,43.9,30.1,Frozen,Demolition,287.7,27.69,132.8,188.6,46.0,98.7,48.43,1,1,LOW
2066,65.2,267.3,72.0,29.3,Wet,Grading,31.9,24.09,12.8,254.5,62.1,94.3,4.9,1,1,LOW
2067,34.9,143.1,57.5,12.7,Muddy,Compaction,290.0,22.25,107.5,35.6,8.7,54.7,31.57,0,1,HIGH
2068,89.0,364.9,52.6,11.1,Dry,Trenching,46.9,23.91,18.7,346.2,84.4,129.7,29.35,1,1,LOW
2069,91.7,376.0,75.6,19.4,Muddy,Demolition,286.9,34.04,162.8,213.2,52.0,93.9,39.04,1,1,LOW
2070,97.8,401.0,74.8,40.2,Dry,Earth Excavation,175.1,26.67,77.8,323.2,78.8,127.8,25.37,1,1,LOW
2071,13.3,54.5,41.3,16.8,Muddy,Earth Excavation,138.5,24.42,56.4,0.0,0.0,19.0,40.73,0,0,CRITICAL
2072,69.0,282.9,41.8,38.6,Wet,Earth Excavation,104.7,23.22,40.5,242.4,59.1,103.6,26.08,1,1,LOW
2073,99.8,409.2,85.4,34.2,Dry,Grading,206.4,24.41,84.0,325.2,79.3,142.5,7.65,1,1,LOW
2074,98.5,403.9,96.8,17.9,Frozen,Trenching,84.3,34.12,47.9,356.0,86.8,100.6,24.5,1,1,LOW
2075,66.6,273.1,44.3,9.1,Frozen,Trenching,237.7,25.79,102.2,170.9,41.7,90.0,16.5,1,1,LOW
2076,67.4,276.3,85.7,17.3,Wet,Compaction,100.1,23.31,38.9,237.4,57.9,100.8,32.4,1,1,LOW
2077,93.0,381.3,97.0,36.0,Dry,Demolition,58.2,31.7,30.7,350.6,85.5,102.2,32.9,1,1,LOW
2078,31.3,128.3,70.3,34.7,Frozen,Compaction,263.4,22.22,97.5,30.8,7.5,49.1,28.18,0,1,HIGH
2079,89.3,366.1,89.2,14.2,Wet,Grading,226.1,26.62,100.3,265.8,64.8,116.9,48.82,1,1,LOW
2080,36.1,148.0,59.9,16.5,Wet,Compaction,32.6,20.12,10.9,137.1,33.4,62.5,18.29,1,1,LOW
2081,43.6,178.8,48.4,29.4,Frozen,Grading,294.9,24.03,118.1,60.7,14.8,63.2,37.55,1,1,LOW
2082,22.7,93.1,84.2,27.1,Dry,Compaction,150.9,22.06,55.5,37.6,9.2,35.9,11.01,0,1,HIGH
2083,84.6,346.9,87.3,11.5,Muddy,Grading,226.6,28.3,106.9,240.0,58.5,104.2,28.1,1,1,LOW
2084,88.7,363.7,77.3,33.8,Wet,Grading,222.0,24.85,91.9,271.8,66.3,124.4,7.68,1,1,LOW
2085,32.2,132.0,88.5,40.7,Frozen,Grading,187.5,29.23,91.3,40.7,9.9,38.4,5.9,0,1,HIGH
2086,63.1,258.7,44.7,9.5,Frozen,Demolition,113.0,27.67,52.1,206.6,50.4,79.5,17.81,1,1,LOW
2087,66.4,272.2,67.4,36.6,Dry,Grading,24.3,22.5,9.1,263.1,64.2,102.8,24.39,1,1,LOW
2088,83.5,342.3,46.6,13.7,Dry,Material Loading,74.7,18.73,23.3,319.0,77.8,155.3,27.19,1,1,LOW
2089,95.5,391.6,45.1,28.1,Wet,Compaction,55.7,19.95,18.5,373.1,91.0,166.8,32.0,1,1,LOW
2090,73.5,301.4,62.9,41.8,Frozen,Trenching,183.4,30.14,92.1,209.3,51.0,85.0,38.4,1,1,LOW
2091,92.1,377.6,44.9,34.0,Wet,Trenching,238.2,24.35,96.7,280.9,68.5,131.8,35.18,1,1,LOW
